URL,チャンネル名,登録者数,総再生数,投稿数,軍事部系最後の投稿日,初投稿日,失踪期間,活動期間(day),投稿頻度(1/year),平均再生数,登録者増加数,前回調査以降の投稿数
https://www.youtube.com/channel/UCiTyY5sNLiicSIPjxiZjoYw,クリーパー妖夢,467,158330,77,2018/08/10,2015/05/02,1449,2645,10.63,2056.2,11,0
https://www.youtube.com/channel/UC5CUKBxukc9m1BDWXaI-mxA,白駒おうひ,56,2201,13,2020/02/17,2019/01/01,893,1305,3.64,169.3,2,0
https://www.youtube.com/channel/UCQ7nW6Bjh70TfE8GSHswLLg,白狼天狗SENYA,316,22643,12,2020/09/11,2019/12/03,686,969,4.52,1886.9,4,0
https://www.youtube.com/channel/UCgLBfnQrcw0O1h7CpRxg2og,まふらーのゲーム実況,50,10741,33,2021/01/18,2020/05/12,557,808,14.91,325.5,15,4
https://www.youtube.com/channel/UCsSliP3XtTwCRla6kEBrF7Q,まいっち,157,27732,37,2022/05/29,2020/01/24,61,917,14.73,749.5,9,0
https://www.youtube.com/channel/UCFggwsmnDh-lgEpkT_YNMMA,幻夢幽子・夢幻霊子,249,31900,14,2017/01/21,2016/01/03,2015,2399,2.13,2278.6,-5,0
https://www.youtube.com/channel/UC-qD1GbrayAMOgVr9kHcKcg,BongoBongo,354,70470,17,2021/07/12,2020/07/18,382,741,8.37,4145.3,12,0
https://www.youtube.com/channel/UCkHsHo3uiMU3j5Eyh31trmg,ホーク愛好家,4170,43031,77,2020/04/24,2020/01/30,826,911,30.85,558.8,-90,0
https://www.youtube.com/channel/UChihHDPVvpk7GJ1Jf8O3SJg,ゆうぎり,79,2765,9,2022/06/14,2020/05/28,45,792,4.15,307.2,79,7
https://www.youtube.com/channel/UCNLe1FUpD31eMAjLSZo1FMw,らんねこღ蘭猫ღ,225,19723,5,2021/10/31,2020/04/08,271,842,2.17,3944.6,12,0
https://www.youtube.com/channel/UCmXOlv0HMyI_dlGKI-tsdZw,KAZU,672,123307,7,2021/07/15,2019/05/02,379,1184,2.16,17615.3,29,0
https://www.youtube.com/channel/UC4ZjRVgDFqvzzPoVqR0FxrQ,妖人,426,70992,33,2021/06/04,2017/10/03,420,1760,6.84,2151.3,8,0
https://www.youtube.com/channel/UCVfMWSty1ilfsBjODOLJVeg,Quad-uav！,1760,2036165,4,2019/07/01,2019/07/01,1124,1124,1.30,509041.3,520,-3
https://www.youtube.com/channel/UCZAsWTwdHt0rJO53Ltroc2A,あさくら珈琲工房☕️🍁,1000,144793,44,2022/07/03,2020/05/09,26,811,19.80,3290.8,109,1
https://www.youtube.com/channel/UCxSMwRM3FS_5fuzLYU8LJaA,インフェニティー,43,1438,18,2022/06/23,2015/07/11,36,2575,2.55,79.9,9,4
https://www.youtube.com/channel/UCi2R3a7kFQHwhOxZVGEoEgA,マイフレさん,378,67047,34,2022/06/11,2020/02/16,48,894,13.88,1972.0,-8,8
https://www.youtube.com/user/gensijin0302,夢子,70,17781,40,2020/04/13,2013/12/18,837,3145,4.64,444.5,-1,1
https://www.youtube.com/channel/UCX3I3JzCK9IQEphBzZyixMA,浅野正行そ勝環,15,874,7,2016/04/02,2015/10/31,2309,2463,1.04,124.9,-1,0
https://www.youtube.com/channel/UC2jXrP9_L63DC49NCz_HIPw,kiti1231元帥,35,4742,6,2016/09/27,2016/03/09,2131,2333,0.94,790.3,-1,0
https://www.youtube.com/channel/UC20uDMj2Prwo8XT9eXrtABg,KATZEchannel,88,14944,37,2018/09/06,2015/10/07,1422,2487,5.43,403.9,-3,0
https://www.youtube.com/channel/UCLqAX_BtlDB_QIgYD4qyZjw,gundam-BEAR3104,139,24797,2,2020/06/17,2017/08/29,772,1795,0.41,12398.5,1,0
https://www.youtube.com/channel/UCTqrIj1WyqOk5ZoGIICGKhA,Fujisan130,35,0,0,2020/11/27,2020/11/27,609,609,0.00,#DIV/0!,-2,-5
https://www.youtube.com/user/bshop1059fhoicvd4w,びしほっぷ,16,213,6,2022/07/11,2015/01/18,18,2749,0.80,35.5,16,1
https://www.youtube.com/channel/UC6jiTi1LMP2bVmTmaX6UeLA,Project大和,404,834,2,2019/05/19,2019/05/19,1167,1167,0.63,417.0,3,0
https://www.youtube.com/channel/UCF19DeWOguSIzPqzv_6XzfA,Attacker日ノ本,291,27782,17,2022/03/15,2018/04/28,136,1553,4.00,1634.2,51,1
https://www.youtube.com/channel/UCtXnTHSCFFZ9HrtMn-GWqeA,HAHA軍事軍事,94,13490,71,2018/07/10,2018/04/08,1480,1573,16.47,190.0,0,0
https://www.youtube.com/channel/UC0k6ZyJxoOAQhq1rxnhPcUQ,MC ranto,745,67173,12,2022/01/02,2020/08/14,208,714,6.13,5597.8,95,0
https://www.youtube.com/channel/UCNvYURSQd3MVQileq80uhrQ,リンリン,125,11914,11,2020/11/15,2019/09/24,621,1039,3.86,1083.1,5,0
https://www.youtube.com/channel/UCUwuRWAioCBaUrCCTejz1Zw,Tuduraw,569,153363,78,2022/07/10,2018/08/16,19,1443,19.73,1966.2,82,24
https://www.youtube.com/channel/UCA2MF70Nd1B-X_DZRC4sOFQ,アスバシア研究開発業（元重工業）,353,59197,34,2021/08/20,2019/07/12,343,1113,11.15,1741.1,10,0
https://www.youtube.com/channel/UCYFSYFql8pPN7iNY85m2iRA,MWD公式アカウント,32,1322,4,2020/02/14,2019/09/10,896,1053,1.39,330.5,-4,0
https://www.youtube.com/channel/UCcs944Dwk01XtGZBWY2KFvQ,シノン軍曹,646,114900,255,2022/07/23,2017/09/29,6,1764,52.76,450.6,646,19
https://www.youtube.com/channel/UC6rRh545oO5ISAbx7HdquUg,睦月,154,30362,16,2018/08/10,2017/12/11,1449,1691,3.45,1897.6,1,0
https://www.youtube.com/channel/UCTbndixd4QRrdt8uUoA8L7w,コカインたき,17,1141,4,2018/05/01,2018/03/04,1550,1608,0.91,285.3,0,0
https://www.youtube.com/channel/UCC6Qihu3Ichr5MY6MFkbjWQ,ゆっくりカズのこ,250,30941,59,2022/06/01,2018/03/11,58,1601,13.45,524.4,13,-7
https://www.youtube.com/channel/UCEaQ-mVnLO2po9vk0BQII-w,kirishima999,323,72335,87,2022/06/18,2020/03/14,41,867,36.63,831.4,121,30
https://www.youtube.com/channel/UCWq41_f9942ajeGvz6zm8Tw,そーま,578,107819,12,2016/03/28,2014/09/20,2314,2869,1.53,8984.9,1,0
https://www.youtube.com/channel/UCjAL6GN3SF9DtoGLzq1cN_w,HO SE,203,44940,44,2022/01/16,2017/09/06,194,1787,8.99,1021.4,47,0
https://www.youtube.com/channel/UC4Ufr9HaPR6HXkWwbOMngsQ,ゆっくりタカちゃん,217,22019,78,2022/07/28,2018/03/23,1,1589,17.92,282.3,44,0
https://www.youtube.com/channel/UC3bKsov7C45MlyOd6Gv49Rg,Kawakami,239,81110,17,2020/12/13,2020/09/09,593,688,9.02,4771.2,59,1
https://www.youtube.com/channel/UClVs_XsFpcGpOL6Zc8EQ-2w,uran,472,126773,34,2016/07/20,2015/12/29,2200,2404,5.16,3728.6,54,4
https://www.youtube.com/channel/UCyD99Sthr_fYC_ykSUc0iXQ,ロトまるチャンネル,578,143317,39,2022/05/23,2019/10/11,67,1022,13.93,3674.8,113,3
https://www.youtube.com/channel/UCMhw1R6QqjQ02kJ25XgsUrQ,Jupiter Channel,253,57268,34,2021/05/19,2017/07/05,436,1850,6.71,1684.4,2,0
https://www.youtube.com/channel/UCaork7aPOyhBhDkqgKy6nvw,Th- 90,29,8155,6,2018/07/02,2018/05/30,1488,1521,1.44,1359.2,0,1
https://www.youtube.com/channel/UC1haLsjqDlg90yDk87gSU6A,ミルク365【ゲーム実況】,1180,428195,898,2022/07/03,2018/04/15,26,1566,209.30,476.8,160,17
https://www.youtube.com/channel/UC1D_NcWp5nJG9YAhTBi-LOw,【HAKA】ハカ,78,4461,14,2022/05/22,2020/12/31,68,575,8.89,318.6,23,4
https://www.youtube.com/channel/UC7qHHn0DD-RlylFeLWBZBdQ,プライン_prine,70,3550,7,2020/09/30,2020/05/01,667,819,3.12,507.1,5,0
https://www.youtube.com/channel/UChyJ1EJGJ_XxWzkS8H3l2WQ,ホロたん,86,5099,64,2020/04/16,2020/03/31,834,850,27.48,79.7,8,2
https://www.youtube.com/channel/UCIjDHRskwPX6k-_R4TpBh1g,ミゼーア&トライイールちゃんねる,81,12293,28,2022/03/19,2019/07/20,132,1105,9.25,439.0,8,0
https://www.youtube.com/channel/UCQz2m_71BfKhySo9WXtPkUw,ひなと,244,35536,6,2021/06/20,2020/07/12,404,747,2.93,5922.7,34,0
https://www.youtube.com/channel/UCtApcafuFmID-q73iDJdCEA,にしどいつ,6700,2456013,10,2020/05/27,2020/05/27,793,793,4.60,245601.3,630,0
https://www.youtube.com/channel/UCr3TokqCo-4PR2yg1fL_eiA,疾風[HAYATE],171,19036,22,2020/01/24,2020/01/24,917,917,8.76,865.3,1,0
https://www.youtube.com/channel/UCQFe9UAFYk2EdA6rUJF8Hzw,横はぷオホーツク田中,397,0,11,2017/02/16,2017/02/16,1989,1989,2.02,0.0,-30,0
https://www.youtube.com/channel/UCMQhEH3R5ttNx8qS2o7Xnkw,natsume-JP,233,358,26,2018/12/06,2018/12/06,1331,1331,7.13,13.8,42,0
https://www.youtube.com/channel/UC55nBjrza33toN8d2kOoVhA,らのふ_RANOV,633,63091,6,2020/05/26,2020/04/24,794,826,2.65,10515.2,47,0
https://www.youtube.com/channel/UCZ-pIfiiRCA5Tvb5CUATu3w,_鹿 / D.I.F,136,14705,5,2020/03/08,2018/02/04,873,1636,1.12,2941.0,4,0
https://www.youtube.com/channel/UCAFDDYSGFXB13UnGBR00UUg,废品haihin,40,497,2,2018/11/18,2018/10/15,1349,1383,0.53,248.5,-1,0
https://www.youtube.com/channel/UCE_2DVewu9VFRGUmXD7vICg,channel Rei,370,297867,300,2021/03/07,2015/07/25,509,2561,42.76,992.9,23,11
https://www.youtube.com/channel/UCNV3gywgkp4w8r1PWj4chQQ,名名し,784,311907,16,2022/02/15,2018/09/09,164,1419,4.12,19494.2,13,0
https://www.youtube.com/channel/UC0w-l5rF60Di5ghgoMJnRNg,ミツのゆっくりチャンネル!,206,32723,128,2020/11/22,2019/04/08,614,1208,38.68,255.6,206,23
https://www.youtube.com/channel/UCE5jtcnYsAoAseLuTFWI5ig,あんにんどーふ。,131,1326,14,2020/09/20,2018/12/24,677,1313,3.89,94.7,-3,0
https://www.youtube.com/channel/UC2XFVpOqFgWm6hU46qa7OPw,IKANEKO_3tamaria,217,18997,14,2021/11/24,2017/08/19,247,1805,2.83,1356.9,-2,-5
https://www.youtube.com/channel/UCXcZJGM_mpejEtOHPoAnhTQ,砂砂,228,34639,5,2020/05/26,2015/04/07,794,2670,0.68,6927.8,7,0
https://www.youtube.com/channel/UCeGWASs2cQILY-AgtbfPsrw,東風谷ポッキー,51,6407,4,2015/09/03,2015/09/03,2521,2521,0.58,1601.8,-1,0
https://www.youtube.com/channel/UCmU2owJngMXU98q8YsEBptw,クーゲル提督,352,43588,36,2022/06/12,2020/01/19,47,922,14.25,1210.8,78,1
https://www.youtube.com/channel/UCJlol7IsM-OBVejRkxY7Gvg,sasacama86,31,3209,38,2020/05/31,2020/04/20,789,830,16.71,84.4,-1,0
https://www.youtube.com/channel/UC6wSbVohvTm11RYdZVx7nQg,むらびとの広場,104,14805,105,2020/12/30,2019/02/01,576,1274,30.08,141.0,3,0
https://www.youtube.com/channel/UC6SEyX2BUjV6d0lruI4rPsQ,あまちゃんねる,126,18005,23,2020/01/23,2017/08/11,918,1813,4.63,782.8,2,0
https://www.youtube.com/channel/UCNeQgcB0kGdunAZ3oJGO1-Q,Ayu,98,19023,36,2019/09/07,2018/07/30,1056,1460,9.00,528.4,0,0
https://www.youtube.com/channel/UC59UScj0f9aqojdXpRI_86w,T0wada,0,0,0,2019/01/12,2019/01/12,1294,1294,0.00,#DIV/0!,0,0
https://www.youtube.com/channel/UCSfnrumOYl_Pd67-SqiF2jg,Shihoマイクラ軍事部チャンネル,30,1703,6,2021/05/07,2021/02/25,448,519,4.22,283.8,-1,0
https://www.youtube.com/channel/UCr4G-GLMCbX4urG2W0nLmOA,pikutoぴくと,301,133926,45,2022/07/05,2020/04/01,24,849,19.35,2976.1,10,16
https://www.youtube.com/channel/UCV7w3BQDdpFp1e5hVLkJPqQ,Roi,125,13600,26,2022/06/12,2020/05/27,47,793,11.97,523.1,8,1
https://www.youtube.com/user/willtodo2020reborn,ゼロから始める動画制作,143,14643,18,2022/06/19,2020/02/27,40,883,7.44,813.5,16,5
https://www.youtube.com/channel/UCyKrMreDDr-qlII-6Pe94Sw,ライクモチガミ,19,2512,42,2020/05/07,2019/05/18,813,1168,13.13,59.8,-1,0
https://www.youtube.com/channel/UC7stSGCpcX5d84DWZt7YhNA,回路の妖精,181,23606,29,2022/07/24,2021/03/11,5,505,20.96,814.0,30,3
https://www.youtube.com/channel/UCj29lqpnP4SPpZO8s5S0qlA,agogo,119,6,0,2018/02/25,2018/02/25,1615,1615,0.00,#DIV/0!,-2,0
https://www.youtube.com/channel/UCVlUJPB8oLiWaLWaIfZ1F6Q,GrayGhost 16,34,2225,8,2020/03/31,2018/03/21,850,1591,1.84,278.1,1,0
https://www.youtube.com/channel/UCEm-eFwNjvZ2x2q7KzSiyaA,大和春風,600,177183,102,2022/02/19,2020/01/25,160,916,40.64,1737.1,80,0
https://www.youtube.com/channel/UC9geJKrA9gHOJ_9W8tx8A6g,you8765,76,7293,9,2021/10/26,2021/04/01,276,484,6.79,810.3,-2,0
https://www.youtube.com/channel/UCY9JkZZE0x5PZGcZn3wFMxA,あーるすりーだお,24,1186,11,2021/10/31,2020/06/04,271,785,5.11,107.8,0,0
https://www.youtube.com/channel/UCVdoUS3AdrC9fUiF2LUJPRg,Aramiri3700,918,132617,34,2020/04/16,2018/09/25,834,1403,8.85,3900.5,48,2
https://www.youtube.com/channel/UCe0agn6k-VxLBbfDZ5GZECg,yuki japan,38,4855,14,2020/05/08,2020/05/08,812,812,6.29,346.8,0,0
https://www.youtube.com/channel/UCgUMif85EtTqDJ3ixl40pTw,shan,628,1776,3,2021/07/22,2015/06/07,381,2618,0.42,592.0,-8,0
https://www.youtube.com/channel/UCZlBXR9kCeSVTo5quu50uUQ,tank goike,485,56913,2,2017/10/27,2016/10/10,1745,2127,0.34,28456.5,-10,0
https://www.youtube.com/channel/UCdcwMjDKi3UablCMSIJCtSg,れも_0724,537,95340,66,2021/06/17,2018/06/13,416,1516,15.89,1444.5,10,0
https://www.youtube.com/channel/UCJI4UZnmTyPPxqkx_u2L_qg,凡竹,110,9891,6,2022/03/26,2020/08/21,134,716,3.06,1648.5,18,3
https://www.youtube.com/channel/UCJQSf-idDpG_sG1skDvjpAQ,Ragnarof.S,69,15886,10,2022/01/01,2019/08/25,218,1078,3.39,1588.6,3,0
https://www.youtube.com/channel/UCuXgVau5QV8bUCE21evt_QQ,katyusya,577,231729,28,2018/03/27,2018/01/19,1594,1661,6.15,8276.0,9,3
https://www.youtube.com/channel/UC4uJhO7tsoIxEUeV3j7zQxA,SAMIDARE,134,427,1,2022/05/01,2020/06/25,98,773,0.47,427.0,6,1
https://www.youtube.com/channel/UCY02DHPYRLc4fg4s8ePvqvA,TokaiHiryu,223,21216,14,2021/02/03,2020/05/02,550,827,6.18,1515.4,13,0
https://www.youtube.com/channel/UC34Yug3tHXlTR2SlLYhQFgA,あ。,321,1557,1,2021/04/23,2019/12/10,471,971,0.38,1557.0,-3,-6
https://www.youtube.com/channel/UCcRQqDUJA5CKWhGxOYGSZjw,shokai ch,59,2561,8,2022/02/11,2020/11/13,177,632,4.62,320.1,5,1
https://www.youtube.com/channel/UCRBYq6UFJej7KlpEZXdpsng,Schwarz EoH,12,0,0,2020/10/18,2020/10/18,658,658,0.00,#DIV/0!,-1,0
https://www.youtube.com/channel/UCpzOYDMMSLVWqOJPrHwuLpw,霧島名残,89,1917,1,2019/02/07,2019/02/07,1277,1277,0.29,1917.0,-1,0
https://www.youtube.com/channel/UCgbAoVoFAmXVGyojHPVnjRw,DDふれっちゃー,429,125715,20,2018/03/31,2014/11/18,1590,2819,2.59,6285.8,-2,0
https://www.youtube.com/channel/UC7g6KHAlpZUmzq6qVyWkKkw,真のゑんどー,44,10681,3,2015/03/25,2014/09/20,2692,2878,0.38,3560.3,0,0
https://www.youtube.com/channel/UCLYEC1300SeY5EKKuUXiXAQ,musasino25,269,63802,7,2016/10/02,2016/10/02,2135,2135,1.20,9114.6,-1,0
https://www.youtube.com/user/sugiyanma2943,スギヤンmax,312,47715,5,2020/12/25,2015/06/16,590,2609,0.70,9543.0,-6,0
https://www.youtube.com/channel/UCYZOHibphNLOZJHJeQWOZKg,はぶ、,421,149694,8,2015/11/29,2014/07/20,2443,2940,0.99,18711.8,19,0
https://www.youtube.com/channel/UCZbAe7_DfdvKfgFhIIRRnFA,山西れのん,1000,107100,246,2020/09/24,2016/04/02,682,2318,38.74,435.4,106,55
https://www.youtube.com/channel/UCB-1gft_s7yRmrbwDcdfQ7w,のじのじ軍事部 改,322,581712,3,2014/03/17,2014/03/17,3065,3065,0.36,193904.0,-1,0
https://www.youtube.com/channel/UCSWZ40eeyxgu-8AemZnZCbg,あきつ,574,136368,3,2014/12/23,2014/05/21,2784,3000,0.37,45456.0,-6,0
https://www.youtube.com/channel/UConsK6PBsALjZqhCC9VkOEA,京みのる,55,16541,7,2014/04/13,2013/04/14,3038,3402,0.75,2363.0,0,0
https://www.youtube.com/channel/UCfS2JLh_TXxIN7hrHZ2OCmQ,Yamada_Ken,69,2543,1,2017/05/13,2017/05/13,1912,1912,0.19,2543.0,-1,0
https://www.youtube.com/channel/UC59yu-bTOVks18Xs8C46Eqg,みりフィルム,242,24947,7,2021/07/13,2020/10/18,390,658,3.88,3563.9,2,0
https://www.youtube.com/channel/UCzHDYZWrovL1BeWrbF02hIw,山口静也,100,7881,4,2019/04/30,2019/03/20,1195,1236,1.18,1970.3,3,0
https://www.youtube.com/channel/UCJ1lx0rWxsmlB3-39hkdr1A,windlerrle alzen,0,0,0,2019/09/24,2019/09/24,1048,1048,0.00,#DIV/0!,0,0
https://www.youtube.com/channel/UC7BieeFi_fwxDCq-RzvJAOA,旭国軍務省,220,34208,39,2019/09/14,2019/09/14,1058,1058,13.45,877.1,0,0
https://www.youtube.com/channel/UC-ku0XRN9VMmunfhJxigHUw,。雪風,41,6899,5,2016/08/08,2016/05/14,2190,2276,0.80,1379.8,0,0
https://www.youtube.com/channel/UCiaHlohF_-_bKLGEiTzoP8g,みこシュー,728,147386,93,2016/12/17,2015/03/27,2059,2690,12.62,1584.8,-8,0
https://www.youtube.com/channel/UCqZ067b5quG8FnUAgselBDQ,べんべんまいくら,3,23,1,2019/02/08,2019/02/08,1276,1276,0.29,23.0,0,0
https://www.youtube.com/channel/UC8PndYb4FwlCK5q6ff7PO6w,CIEL,0,0,0,2015/11/16,2015/11/16,2456,2456,0.00,#DIV/0!,0,0
https://www.youtube.com/channel/UCrLjyw7ADDnbLLWM_4Ibm-Q,Aliseus,364,20528,17,2022/07/02,2019/11/06,36,1005,6.17,1207.5,49,-10
https://www.youtube.com/channel/UCtnbxmGTsL7ePCD06mNm5ZQ,反エリシア連合会所属N₂,3,654,2,2015/09/02,2015/09/02,2531,2531,0.29,327.0,0,0
https://www.youtube.com/channel/UC0c1XUUtG8Gz2L7oQHp2v_w,スツーカのサイレン音,12,1350,6,2021/08/15,2018/06/20,357,1509,1.45,225.0,1,0
https://www.youtube.com/channel/UCaxEos004KNij4NA_M4RVxQ,LEGO MARIO,152,1370,7,2022/05/02,2017/04/22,97,1933,1.32,195.7,9,1
https://www.youtube.com/user/blackniwatori,blackniwatori,17,72282,3,2011/11/12,2011/11/03,3921,3930,0.28,24094.0,0,0
https://www.youtube.com/channel/UCBMJTWFTNO6REgz4xgx6SPQ,ポテイトゥ,2,289,1,2015/08/16,2015/08/16,2548,2548,0.14,289.0,2,0
https://www.youtube.com/channel/UCiYxdi1IpJXhGDIUl5d8T8Q,むらびとゾンビ,264,73017,2,2017/11/03,2017/09/13,1738,1789,0.41,36508.5,3,0
https://www.youtube.com/channel/UCURhA-bwY2MCF3Dfl7R3T-g,nao1625,39,8318,13,2019/04/20,2018/08/02,1205,1466,3.24,639.8,5,4
https://www.youtube.com/channel/UCPbVi8XxZa0pf4831WSUz8A,チャンネルかりっこりー,621,155358,27,2021/01/30,2016/10/17,554,2120,4.65,5754.0,8,0
https://www.youtube.com/channel/UCpmrB37gyxe68LAZgqYzQWA,ルヴィエトチャンネル,283,46905,15,2020/07/12,2018/01/10,756,1670,3.28,3127.0,3,0
https://www.youtube.com/channel/UC1DdWbA3JXFj7SVoDfXcyUg,BML Studio,340,40715,7,2022/01/17,2019/07/09,202,1125,2.27,5816.4,75,1
https://www.youtube.com/channel/UC2AxH3CcIbfZmOQnQTEApJQ,不死鳥さん,0,0,2,2016/06/12,2016/06/12,2247,2247,0.32,0.0,-14,0
,セナ,0,0,7,2018/10/09,2018/10/09,1398,1398,1.83,0.0,0,0
https://www.youtube.com/channel/UCVo5-fgK20gFv2lx9iwFVBg,ムクちゃんねる,457,87406,28,2022/08/03,2021/01/09,4,575,17.77,3121.6,126,0
https://www.youtube.com/channel/UC6d9CyUxv2G5GcmzMVxHyQA,ソロビア連邦,187,26298,92,2022/02/22,2020/04/23,166,836,40.17,285.8,22,9
https://www.youtube.com/channel/UCvtOe-io3WCLFpi_PNsUxkw,水雷艇長山本五十六世界一のPE防衛部を目指す!,293,115661,170,2018/08/19,2017/07/16,1449,1848,33.58,680.4,10,-8
https://www.youtube.com/channel/UCQEzpv_uCBUrThn6WSutanA,スプマイナイトノンボルマン,1140,348926,266,2022/08/07,2019/01/27,0,1288,75.38,1311.8,276,22
https://www.youtube.com/user/makaraeg,くりゅうしんまから,538,166903,114,2011/05/01,2011/05/01,4116,4116,10.11,1464.1,4,3
https://www.youtube.com/channel/UCJay_0sB09H66Yh-6Qhk5KA,Kei提督,48,8964,54,2022/02/01,2019/06/03,187,1161,16.98,166.0,1,1
https://www.youtube.com/channel/UCMPxighBQIMwEAdv2sh1dog,ファイステーク / yurikaze1942,544,138827,103,2021/11/03,2020/04/20,277,839,44.81,1347.8,127,31
https://www.youtube.com/channel/UCEwngbBqgkDl2ssWjo6O83A,SiLuk,330,36204,15,2020/07/16,2019/07/01,752,1133,4.83,2413.6,7,1
https://www.youtube.com/channel/UCZmRJru2DeJqcoiVBN6-DUw,Pondu,14,627,3,2019/10/26,2019/10/05,1016,1037,1.06,209.0,-1,0
https://www.youtube.com/channel/UCnqMflt5C-j_kMhMWRiKb_A,あすぱる,142,99220,33,2018/11/11,2018/01/03,1365,1677,7.18,3006.7,65,14
https://www.youtube.com/channel/UCmS-dVIej_O1J2sRwT9WcRg,goenDo9910,17,476,1,2020/04/17,2016/05/31,842,2259,0.16,476.0,0,0
https://www.youtube.com/channel/UChXBcT-K-fq43yIyzooGCRw,神聖オラーシャ王国公式チャンネル,20,303,3,2022/07/28,2019/03/16,10,1240,0.88,101.0,3,1
https://www.youtube.com/channel/UCANVCguNpZgZG4uA0KGavxw,KR 暁クラ,260,26156,15,2018/09/18,2017/03/15,1419,1971,2.78,1743.7,3,0
https://www.youtube.com/channel/UCruGrJ96Jyhmh4qvI4ZsuCg,shorori,139,27415,27,2018/10/30,2018/09/09,1377,1428,6.90,1015.4,-1,-2
https://www.youtube.com/channel/UCT-TV_TOrI_fssiHKEBtRuw,ウォーリア·式神領ゆっくりch,23,2168,2,2021/01/25,2020/04/28,559,831,0.88,1084.0,-2,0
https://www.youtube.com/channel/UCOWnYFAfj092ju9KWAC81Bg,Yukikaze Scarlet,182,20687,6,2021/02/15,2020/08/12,538,725,3.02,3447.8,3,0
https://www.youtube.com/channel/UC7LRIvnGaVZnmUEw4lVjZ_g,もみじまんじゅう,207,37979,86,2022/05/03,2019/11/02,96,1009,31.11,441.6,18,-1
https://www.youtube.com/user/kidoyouki,城戸優希,271,0,0,2014/02/23,2014/02/23,3087,3087,0.00,#DIV/0!,-2,0
https://www.youtube.com/channel/UCFjtD0kIKuZiR-I6t86cCPg,short moto,48,1962,11,2021/05/02,2020/12/12,462,603,6.66,178.4,-2,0
https://www.youtube.com/channel/UCoUiNEjgZSZWuIqZXvxpIqQ,六方晶ダイヤモンド,395,142026,28,2015/03/23,2014/03/01,2694,3081,3.32,5072.4,-1,0
https://www.youtube.com/channel/UC04cdaY8GxbI8wvixLQLNjw,Yusei ch,392,38862,12,2018/03/18,2017/08/20,1603,1813,2.42,3238.5,4,0
https://www.youtube.com/channel/UCzHBoihfYibnNWBOiwTUVNA,mn military,46,5532,12,2019/02/12,2018/05/05,1272,1555,2.82,461.0,2,0
https://www.youtube.com/channel/UC_PXYpeDyH8kWJKCj2DAm6A,あかめがね,674,273294,63,2015/09/05,2014/04/19,2528,3032,7.58,4338.0,48,0
https://www.youtube.com/channel/UCmtTNIX3XGsLWelyaKh6Kvg,yuzuriha1001,70,13802,9,2016/03/14,2016/03/14,2337,2337,1.41,1533.6,0,0
https://www.youtube.com/channel/UC4hU65UiR4WUVK-BemNSMbA,ts 191,7,1324,16,2019/04/19,2018/08/07,1206,1461,4.00,82.8,1,0
https://www.youtube.com/channel/UCOyMCOMdd7EBoz7Nr7U1PxA,【ウィニス軍事連邦】総司令部戦略作戦庁長官 響弥汰アルフィ,46,5090,43,2022/07/04,2016/11/30,34,2076,7.56,118.4,4,4
https://www.youtube.com/channel/UCiSIsCkRIZbfQnjY_dhjnrA,そうたけ【ミリタリーチャンネル】,734,18639,55,2022/06/04,2018/08/04,64,1464,13.71,338.9,12,5
https://www.youtube.com/channel/UCRq8fqrq9nKF50whFt0pQLg,ジサクジヱーン,39,4811,7,2017/04/30,2016/09/20,1925,2147,1.19,687.3,-2,0
https://www.youtube.com/user/TheMusasiTV,むさしてぃーびー,0,0,0,2014/03/28,2014/03/28,3054,3054,0.00,#DIV/0!,0,0
https://www.youtube.com/channel/UC9z12JdEzfeYHNQ19EN4sNg,つばくろ重工,297,36948,20,2021/11/05,2020/04/07,275,852,8.57,1847.4,64,0
https://www.youtube.com/channel/UC7c2b4qrax-7OiK7xYBYliA,日本を愛する青年将校,78,32840,31,2018/04/13,2017/05/20,1577,1905,5.94,1059.4,2,0
https://www.youtube.com/channel/UC-Xk5xvGq00LONwRy9e-lbw,saltydog16411,314,31389,2,2019/01/26,2018/04/15,1289,1575,0.46,15694.5,-6,0
https://www.youtube.com/channel/UClosWPO8NxHEdB5wrnMwDUQ,yasu1342,346,22733,120,2021/05/23,2019/07/19,441,1115,39.28,189.4,9,-1
https://www.youtube.com/channel/UC2DCwqV8dwqeiwmfHMh6zkg,Red Torch,263,64276,14,2020/05/10,2020/03/21,819,869,5.88,4591.1,28,0
https://www.youtube.com/channel/UC8BpWmDUdDdtI1SfE-eXcNw,cola soda,669,299068,2,2014/10/16,2014/09/09,2852,2889,0.25,149534.0,-4,0
https://www.youtube.com/channel/UC0kue4vUxSuJt-ZlTplZiiw,なべあきと,245,108179,24,2018/06/27,2015/02/19,1502,2726,3.21,4507.5,-6,-1
https://www.youtube.com/channel/UCHbwjR0zpo4pdrREzMzSKPw,秋月型初月,40,16414,10,2016/06/12,2015/11/01,2247,2471,1.48,1641.4,0,0
https://www.youtube.com/channel/UCAIg-xDRTBHHu_IdFJcHJMQ,tauyu 1.5,13,2279,23,2022/05/22,2018/09/08,77,1429,5.87,99.1,1,3
https://www.youtube.com/channel/UCh0Nb4Wf1uabWzksJFYTFSQ,π Aloe 一葉 Strelitzia π,70,0,0,2020/02/01,2020/02/01,925,925,0.00,#DIV/0!,-3,0
