URL,チャンネル名,登録者数,総再生数,投稿数,軍事部系最後の投稿日,初投稿日,失踪期間,活動期間(day),投稿頻度(1/year),平均再生数,登録者増加数,前回調査以降の投稿数
https://www.youtube.com/channel/UCN2Z5-bqYiOTYPgLD0WpxIQ,んほおおおおおおおお,215,82312,7,2019/07/20,2019/07/20,1121,1121,2.28,11758.9,39,1
https://www.youtube.com/channel/UCWw9D3RQr0HZ0loCZPzIoUw,yu_uya yuuya,108,28632,25,2016/06/20,2016/06/20,2246,2246,4.06,1145.3,0,0
https://www.youtube.com/channel/UCH1-8OWeQJuo79-6AgDKvqA,荒ぶるボビン,252,20455,5,2021/09/16,2019/12/19,332,969,1.88,4091.0,13,0
https://www.youtube.com/channel/UCTrCrQUPUCj7WrvMFvdWi4A,須藤直大,8,0,0,2015/04/26,2015/04/26,2667,2667,0.00,#DIV/0!,0,-1
https://www.youtube.com/channel/UCCXb4AUZmVUF16n7kuyDVxA,kotadonTV,38,4608,29,2020/12/29,2020/03/11,593,886,11.95,158.9,1,0
https://www.youtube.com/channel/UCXcS_A67GTC3Z9-cW0xTjuA,きゃんでぃ,24,0,0,2020/01/26,2020/01/26,931,931,0.00,#DIV/0!,0,0
https://www.youtube.com/channel/UCoEqgc_vXtyMH45CZPVhPkg,G ray,148,12096,5,2017/04/05,2017/04/05,1957,1957,0.93,2419.2,-1,0
https://www.youtube.com/channel/UC4QGMHwF0rU0CDTUgIpEiZQ,ラフォーレ,19,1562,2,2019/04/30,2018/10/29,1202,1385,0.53,781.0,1,0
https://www.youtube.com/channel/UC4xrZrIDpvwbGw2NllI-x_g,永遠,362,289,7,2014/10/24,2014/10/24,2851,2851,0.90,41.3,4,-255
https://www.youtube.com/channel/UC3d3Tqdn36Te3YwXRbuZVag,X Z,178,14,0,2013/10/29,2013/10/29,3211,3211,0.00,#DIV/0!,-2,-11
https://www.youtube.com/channel/UCdtaL6Kobaka1R1d7livMrQ,とあるマインクラフター,56,11028,25,2021/04/18,2019/06/23,483,1148,7.95,441.1,-1,0
https://www.youtube.com/channel/UCmbngrbXBddfbvO4XPuwvZw,スラネオ:minecraft軍事チャンネル,88,8689,26,2021/08/23,2020/05/30,356,806,11.77,334.2,9,2
https://www.youtube.com/channel/UCPOkjhAfnKbutZ7fZFdwd4w,Yotsuba 968,11,2096,10,2017/05/13,2016/08/30,1919,2175,1.68,209.6,0,0
https://www.youtube.com/channel/UC2CAH-5p0iUOJlCWKI79nLg,ゆっくりネオ,305,20449,20,2022/01/21,2016/03/26,205,2332,3.13,1022.5,4,0
https://www.youtube.com/channel/UCzBe8DMG2ItUF98preptDYQ,O o,17,6505,22,2016/07/05,2016/05/24,2231,2273,3.53,295.7,0,0
https://www.youtube.com/channel/UCrMftbPaUOOsDB3XeVNqovw,たどころこうじ,35,5103,14,2020/11/10,2018/07/26,642,1480,3.45,364.5,2,0
https://www.youtube.com/channel/UCukxPEHPnAYT6B_XVT9Hppw,ルンモtea,649,120429,165,2021/03/20,2020/01/16,512,941,64.00,729.9,54,9
https://www.youtube.com/channel/UCanU_riQLhWx1HdmbbAUglQ,ユクリパ.,96,7438,70,2017/02/12,2016/12/08,2009,2075,12.31,106.3,2,0
https://www.youtube.com/channel/UCbv8rXHk2dfMmUUAUh5Onvg,帝国リンゴ,1,53,1,2018/12/08,2018/12/08,1345,1345,0.27,53.0,0,0
https://www.youtube.com/channel/UCF3kF9VS9IH30V23gqgIchg,Shun SKS,47,5606,7,2018/10/04,2018/01/03,1410,1684,1.52,800.9,0,0
https://www.youtube.com/channel/UCRWJsoTnXEm2mkcUIoHxYig,MK Panzer,172,52416,69,2022/08/11,2016/12/13,3,2070,12.17,759.7,123,15
https://www.youtube.com/channel/UCambzPkT_0udqV2QKum_IOw,紅ノ人/Akanohito,65,12262,56,2018/04/10,2018/02/02,1587,1654,12.36,219.0,0,0
https://www.youtube.com/channel/UCmSgD5jyLMLzM-15DWztw3w,東西往復,35,6878,2,2016/03/26,2016/01/07,2332,2411,0.30,3439.0,0,0
https://www.youtube.com/channel/UC-Okl08D_Koq5j-05TMk19A,連邦共和国kapiika,3,180,3,2017/08/26,2016/07/02,1814,2234,0.49,60.0,2,0
https://www.youtube.com/channel/UCjyA--A6NV-sVqrwropuSvw,ヒャド&ドルマ,34,5701,6,2019/06/01,2018/10/02,1170,1412,1.55,950.2,3,0
https://www.youtube.com/channel/UCCubvMsBwk6JMVtqpQGYxVQ,だるーしゃ,132,25122,7,2021/05/19,2016/05/05,452,2292,1.11,3588.9,2,0
https://www.youtube.com/channel/UC_Xq3DDRMt3ksOk4uSS4Apw,うさ男,253,0,0,2014/12/11,2014/12/11,2803,2803,0.00,#DIV/0!,-8,0
https://www.youtube.com/channel/UC27MXy9QYUXx2vJ72OUfEgQ,りゃんちゃんねる,63,2168,1,2020/04/08,2020/04/08,858,858,0.43,2168.0,-1,0
https://www.youtube.com/channel/UCcg3-uo22BfI9mcIvgd0P3Q,Johannes Ⅲ,13,5552,2,2014/01/25,2014/01/25,3123,3123,0.23,2776.0,0,0
https://www.youtube.com/channel/UC_t8XHTjjXOkynEZ8r5s-Dw,GurePan,127,48839,15,2015/12/27,2015/12/27,2422,2422,2.26,3255.9,1,0
https://www.youtube.com/channel/UC9uzJRfqWBkJA3hwuj8ZipQ,Minecraftで遊ぶ。,14,1782,10,2018/08/14,2018/01/26,1461,1661,2.20,178.2,0,0
https://www.youtube.com/user/tadashiiiiii,tadashiiiiii,10,0,0,2013/11/10,2013/11/10,3199,3199,0.00,#DIV/0!,1,0
https://www.youtube.com/channel/UC3nF3J8DQId7Xb-QQJEw6FQ,じゅんきょうしゃ,4,751,1,2016/11/13,2016/11/13,2100,2100,0.17,751.0,0,0
https://www.youtube.com/channel/UCNCNmUTcbJ0UyNOIH27PekQ,Seya Kamineo,796,1520808,17,2014/12/24,2013/08/13,2790,3288,1.89,89459.3,-2,-1
https://www.youtube.com/channel/UCsiQ6bVINf4sqr1ZEmnNiMw,ケイ,22,1884,29,2020/10/09,2009/10/24,674,4677,2.26,65.0,22,0
https://www.youtube.com/channel/UC0LqCDKbUOrXfyzzyuhwh8g,和,199,816,4,2019/03/03,2019/03/03,1260,1260,1.16,204.0,-3,1
https://www.youtube.com/channel/UC1_R6hG8jruz3dIBZPzenfA,あはとの木,42,1927,85,2022/01/04,2018/11/18,222,1365,22.73,22.7,7,28
https://www.youtube.com/channel/UCrs2MiK6z6Hxj5vyEFnR8wQ,Wolf連合国,282,35828,59,2022/07/31,2019/08/11,14,1099,19.60,607.3,86,5
https://www.youtube.com/channel/UCYWQUHbGdc31yb8i3aDaN5g,DAZ_128,94,6465,2,2020/05/19,2020/05/16,817,820,0.89,3232.5,0,0
https://www.youtube.com/channel/UC0XeRuBMNaaDp3faIUJ7qcg,Halーハル,685,67109,42,2021/04/01,2018/01/05,500,1682,9.11,1597.8,68,1
https://www.youtube.com/channel/UCu2Nu2J8atDw65mtOaGePYw,JMSDFプロジェクト制作委員会,79,6519,1,2020/11/17,2020/11/17,635,635,0.57,6519.0,15,0
https://www.youtube.com/channel/UC9tAnTLHV5LpHleFy5z7AoQ,グロウジーク兵器生産講座,92,14215,2,2015/06/28,2015/06/06,2604,2626,0.28,7107.5,1,0
https://www.youtube.com/channel/UCv-02HtVhr2y7JBMpDK9V9A,ふぁばゆうき大魔王5世,375,113128,484,2021/10/28,2020/11/08,290,644,274.32,233.7,171,101
https://www.youtube.com/channel/UCEynm9oHmr-2EA1rvCyv-9Q,オホーツク2号,1370,407219,7,2021/05/30,2021/01/02,441,589,4.34,58174.1,10,0
https://www.youtube.com/channel/UCg3VLt21JFoADnrj73SSRDQ,siu,234,0,0,2018/09/24,2018/09/24,1420,1420,0.00,#DIV/0!,-2,-301
https://www.youtube.com/channel/UCzYXDJqh2kmFdQGM_6WbatA,チリ帝国PEF軍事部放送局,90,22047,133,2022/03/11,2019/11/23,156,995,48.79,165.8,2,-11
https://www.youtube.com/channel/UCokGqK4gUyuEa53KVgL855Q,マイクラWiiu軍事部,8,584,1,2017/08/14,2017/08/14,1826,1826,0.20,584.0,0,0
https://www.youtube.com/channel/UCZ275eTZCOSyW9eEzgzJDZw,ERM. 127,48,1798,18,2022/01/30,2019/10/04,196,1045,6.29,99.9,4,2
https://www.youtube.com/channel/UCo19oFU1jb7rjnRZrLvRekw,兵器好きの誰かさん,0,0,11,2020/04/22,2020/04/22,844,844,4.76,0.0,0,0
https://www.youtube.com/channel/UCRoBjiCbpSbPhSnJVp0s6qg,pokotan _1911,19,2490,3,2015/04/24,2015/03/31,2674,2698,0.41,830.0,0,0
https://www.youtube.com/channel/UCpDl7NPdmso4Vgef8QkUHYg,SFC OB,5,0,0,2020/11/22,2020/11/22,635,635,0.00,#DIV/0!,-2,0
https://www.youtube.com/channel/UCm7WnrlAKmEvJ2vX474nJ4A,nitro 03,245,78969,68,2022/04/09,2020/02/28,132,903,27.49,1161.3,56,17
https://www.youtube.com/channel/UCT9ryOuQRZYUpiMw-O5ASoQ,白橘花連邦,7,2771,3,2017/08/18,2017/08/02,1827,1843,0.59,923.7,0,0
https://www.youtube.com/channel/UC1pEYD9Fwcsv236xZxStgEQ,あ綾,7,973,3,2016/07/03,2016/06/26,2238,2245,0.49,324.3,0,0
https://www.youtube.com/channel/UCucP-ycEd6AklhXJO08UOAw,暇人kannaヅキ,2,68,2,2021/02/21,2021/02/21,544,544,1.34,34.0,0,0
https://www.youtube.com/channel/UCYMnhCOWe9QDSksjtE5K5Ng,サトウキビ,43,4212,3,2018/04/05,2018/04/03,1597,1599,0.68,1404.0,0,-1
https://www.youtube.com/channel/UCtuvZ2tI1m1LRvPHABTBzgw,Nogi_96休止中,63,7985,6,2022/01/02,2017/08/01,229,1844,1.19,1330.8,-2,0
https://www.youtube.com/channel/UCwsd3LSnkriQG0R5OZjVVtA,Yuko Ando,5,83,2,2020/05/01,2020/04/27,840,844,0.86,41.5,0,0
https://www.youtube.com/channel/UC4WfLSnH_McEiBoMAsjTTMQ,志筑朱留,10,13628,1,2014/06/15,2014/06/15,2987,2987,0.12,13628.0,0,0
https://www.youtube.com/channel/UCKknPPsFwNeBDhtJC1j3QrA,mm yu,59,5115,1,2020/12/09,2020/12/08,618,619,0.59,5115.0,2,0
https://www.youtube.com/channel/UC7vtmZ9x3icDtQB2Hh9Nqkg,朝波,7,864,8,2019/12/05,2019/06/29,988,1147,2.55,108.0,-1,0
https://www.youtube.com/channel/UCWR-YDQwVkg3gtissBi8qVQ,しまかぜ丸提督,48,12004,22,2022/03/30,2020/05/19,142,822,9.77,545.6,23,15
https://www.youtube.com/channel/UCtqtmhO29kbTK4YkMLf8Eiw,Yunagi-Fleet SUB,3,120,1,2020/05/18,2020/05/18,823,823,0.44,120.0,-1,0
https://www.youtube.com/channel/UCZ6nLxEIxSTi3QK2cnS0LhQ,ヘレン民主共和国,5,143,3,2020/01/10,2019/10/23,952,1031,1.06,47.7,0,0
https://www.youtube.com/channel/UCyYbhjgna63NkHs7dL_rouQ,新日本統一連邦広報局,8,526,3,2020/05/21,2020/05/11,820,830,1.32,175.3,0,0
https://www.youtube.com/channel/UC_9YaXMXpoLtndU7Dmo1RTQ,ネクサス帝国三代目皇帝リュウガ,7,83,1,2016/11/05,2016/11/05,2113,2113,0.17,83.0,0,0
https://www.youtube.com/channel/UC19Yqgr3ObwP4VY6cGKxDoA,Solomon Walker,357,60310,6,2017/06/21,2016/02/24,1885,2368,0.92,10051.7,-6,0
https://www.youtube.com/channel/UC_NRPAApBQB1a5GATkJ7oxQ,タリズマン,494,121680,79,2020/06/02,2019/03/23,808,1245,23.16,1540.3,84,40
https://www.youtube.com/channel/UCSjE7dbZduT658oGJwJy3Cw,雀,34,0,0,2020/03/05,2020/03/05,897,897,0.00,#DIV/0!,-3,0
https://www.youtube.com/channel/UCop5Ka5IHiJnP_OZ4H7-QFw,12315 masamasa,155,3821,2,2015/11/29,2015/10/18,2455,2497,0.29,1910.5,1,0
https://www.youtube.com/channel/UCrXFwOYdrbw6-sUEKXPgSZQ,FCNニュース放送局,15,732,13,2020/12/05,2018/08/27,622,1453,3.27,56.3,0,0
https://www.youtube.com/channel/UC9h-itu0t2ebeDmzdwsOwGg,-Pymanman2 MCFillms,134,11881,8,2021/09/17,2019/02/24,336,1272,2.30,1485.1,3,1
https://www.youtube.com/channel/UCoo0hUvHyeN010ydkZoTTng,ンダ,94,30147,10,2017/02/24,2016/03/05,2002,2358,1.55,3014.7,-3,0
https://www.youtube.com/channel/UCO6hzos_fYMqN-2tcw7TQ-w,大佐山帝國,33,2400,58,2018/09/04,2018/06/30,1445,1511,14.01,41.4,-2,0
https://www.youtube.com/channel/UC_8byuMFt49oTNeg6k1Rhcw,Lemon Cake,67,7413,4,2021/04/11,2020/05/13,495,828,1.76,1853.3,-4,0
https://www.youtube.com/channel/UCX5_DPAwpHjGr25uLgGWJdQ,ta syou,154,57598,14,2016/05/24,2013/03/17,2278,3442,1.48,4114.1,0,0
https://www.youtube.com/channel/UCrwZNTdHcQVOi8C-5MtSB1g,日向連合王国。現秋月社会主義連邦,3,668,3,2016/08/07,2016/05/01,2203,2301,0.48,222.7,0,0
https://www.youtube.com/channel/UCo3v4Cesa56eoiocMgVgm7A,ねこやー少佐,21,1083,6,2020/05/26,2020/05/13,815,828,2.64,180.5,-1,0
https://www.youtube.com/channel/UCCBvbMAu3h41-mHi1NZr0FA,兄K暁連邦軍事部,5,597,1,2018/01/07,2018/01/07,1685,1685,0.22,597.0,-2,0
https://www.youtube.com/channel/UCZAhtg4insfEOeKl2LXiGsg,ゆっくり帝国海軍,12,1199,2,2017/01/25,2016/06/30,2032,2241,0.33,599.5,0,0
https://www.youtube.com/channel/UCdmaSWM3rtYn0E1iRHPQm_w,[Hiroshi]ヒロシ,204,32708,4,2018/01/13,2017/07/17,1679,1859,0.79,8177.0,-1,0
https://www.youtube.com/channel/UCs6gCmeeHWT2K_F5DTYTrmQ,amazo 214,18,5826,2,2016/05/13,2016/04/16,2289,2316,0.32,2913.0,0,0
https://www.youtube.com/channel/UChKPVXBjVwYKyhpMUzPcN5g,ベルノウェー連邦,27,3405,3,2016/01/24,2016/01/23,2399,2400,0.46,1135.0,0,0
https://www.youtube.com/channel/UCzi7Y_t72Nif2tqVQ5aIPxA,パロジャジョーズ大連邦国 キシン,19,1891,7,2022/03/09,2021/02/21,163,544,4.70,270.1,-2,2
https://www.youtube.com/channel/UCpL9tAGSTtYSdZKsAKCPT7w,連邦国イジスブル,3,278,1,2016/06/18,2016/06/18,2253,2253,0.16,278.0,0,0
https://www.youtube.com/channel/UCabo4dvrLG9kVglQ0QNWvvg,Rhinoceros MBT01,64,9453,1,2015/05/24,2015/05/24,2644,2644,0.14,9453.0,0,0
https://www.youtube.com/channel/UCP5iyk8uHG_ZnWv-EfPABwA,過疎ゲーマニアの雪さん,67,6134,21,2019/08/23,2018/12/06,1092,1352,5.67,292.1,2,-1
https://www.youtube.com/channel/UCVr6ouIln2nDQJEVGkJ3_8Q,BongoBongo2,23,1645,12,2022/05/09,2021/02/01,102,564,7.77,137.1,6,5
https://www.youtube.com/channel/UCUO0LLB-CPMlM0Nj8RUVxOg,しば,77,15206,5,2020/03/28,2019/04/01,874,1236,1.48,3041.2,-1,0
https://www.youtube.com/channel/UCTdWt3y9x-FVMbWucY7xv9Q,G G,113,32379,77,2021/08/07,2020/07/14,377,766,36.69,420.5,8,0
https://www.youtube.com/channel/UCUsWL-_2TRNDBrrkGmuRh3g,フギン准尉,155,41247,58,2021/10/01,2020/08/06,322,743,28.49,711.2,97,7
https://www.youtube.com/channel/UCgJCeYuLU3ABGeu4W_Mqzxg,カイワレ予備軍【船曳】,54,6526,35,2021/05/24,2019/12/14,452,979,13.05,186.5,2,0
https://www.youtube.com/channel/UCS1uQI7-_p-StCWabp5oOdA,Уãħø君,23,0,0,2021/03/10,2021/03/10,527,527,0.00,#DIV/0!,0,0
https://www.youtube.com/channel/UCZqiLiL76334-ItI0y-nmeQ,かーべーたん,85,4910,26,2020/03/04,2019/07/18,898,1128,8.41,188.8,0,0
https://www.youtube.com/channel/UCfnBnpmoHFSWMkNL3D7ru5A,Arink0,82,16580,62,2021/03/13,2020/06/13,524,797,28.39,267.4,28,2
https://www.youtube.com/channel/UCVLITOCyS5lT-CbjM5asACw,Wataさん,676,178186,18,2020/10/10,2020/10/10,678,678,9.69,9899.2,235,-16
https://www.youtube.com/channel/UCIfGxxpZjCCg9fl7x50tVXQ,ヒロ,5,542,6,2021/04/22,2021/01/23,484,573,3.82,90.3,1,0
https://www.youtube.com/channel/UC2IT7y94gGi8lMMC56RGCSQ,X-32,7,15,1,2021/04/05,2021/04/05,501,501,0.73,15.0,-1,0
https://www.youtube.com/channel/UC9CcO1rj2mAv4mBUzwNViVg,Minecraftエビの実況チャンネル,0,0,0,2019/08/08,2019/08/08,1107,1107,0.00,#DIV/0!,0,0
https://www.youtube.com/channel/UC2sialjoKYIA1uNOmu4nsDA,ゆっくり狗飼,31,69,11,2020/10/12,2020/10/12,676,676,5.94,6.3,3,8
https://www.youtube.com/channel/UCRgdruJ8DxuLflJYhZ-5HNw,rekamu 2000,43,2967,4,2021/04/18,2021/04/07,488,499,2.93,741.8,0,0
https://www.youtube.com/channel/UCC1orEKGYCpuAABbuxhKkKA,まっち,9,100,1,2020/10/04,2020/08/30,684,719,0.51,100.0,0,0
https://www.youtube.com/channel/UCtuPgt_CBgqIeONadCqEIBg,ぼーんねこ,49,3070,24,2021/08/14,2020/10/12,370,676,12.96,127.9,11,0
https://www.youtube.com/channel/UCTo8CXTNOY50E9wOBH6Ocsw,RuskLabo / ラスクラボ!!,42,3304,46,2021/04/24,2021/02/04,482,561,29.93,71.8,4,2
https://www.youtube.com/channel/UC7K1E9b9BgCmL6U6KgJXupg,鯖さん,770,111051,36,2022/07/22,2021/03/25,28,512,25.66,3084.8,170,5
https://www.youtube.com/channel/UC73ecQlMQSiTHpLgiXWPhSQ,革命おじさんСССР,355,59820,34,2022/07/19,2020/09/05,31,713,17.41,1759.4,83,6
https://www.youtube.com/channel/UCIA6mhm2tbF2buPxKDbQgag,猫村のゲームch,156,30042,658,2021/07/11,2020/03/06,404,896,268.05,45.7,48,159
https://www.youtube.com/channel/UCIjT_8L7y1kF2h2YmBMbSeg,初代亞魔,2,178,2,2021/04/09,2021/04/09,497,497,1.47,89.0,1,0
https://www.youtube.com/channel/UCOgRsb1heLUrOgZ6nIfslJg,Mankachinの実況しないチャンネル,0,0,0,2021/02/26,2021/02/26,539,539,0.00,#DIV/0!,-109,-43
https://www.youtube.com/channel/UC5pgG1pAMqdQ9ZY4lmtB-Rg,Skyhawk,9,401,2,2021/08/17,2021/05/01,367,475,1.54,200.5,1,0
https://www.youtube.com/channel/UCU985x8EZP66ubTumY06FZA,APC アプ 117-2,80,4139,4,2022/01/01,2020/11/23,230,634,2.30,1034.8,-1,0
https://www.youtube.com/channel/UCiYC9mIrPvf4Z4A_yfmgutw,Anvil /そこらの金床,58,5507,19,2022/03/26,2020/12/28,146,599,11.58,289.8,12,2
https://www.youtube.com/channel/UCa8VIwiHGtucYCzWZ0og-Kw,MIYAGI,104,12957,11,2022/08/14,2021/03/28,5,509,7.89,1177.9,31,3
https://www.youtube.com/channel/UCPY3BUZbF1-Rk3LWYhxPpBg,にゃんた,701,177597,44,2019/11/23,2017/12/14,1000,1709,9.40,4036.3,18,0
https://www.youtube.com/channel/UC0BwKRQ4ayoQIsjbAG7Palw,玉ねぎ,6,364,1,2017/12/24,2017/12/24,1699,1699,0.21,364.0,-1,0
https://www.youtube.com/channel/UC7Gi3eYEGDm-RYjWEGmE4JQ,コーヒー豆276,52,3438,5,2021/10/05,2021/03/23,318,514,3.55,687.6,17,0
