URL,チャンネル名,登録者数,総再生数,投稿数,初投稿日
https://www.youtube.com/channel/UCRWJsoTnXEm2mkcUIoHxYig,M K Tanks,23,8746,38,2016/12/13
https://www.youtube.com/channel/UCambzPkT_0udqV2QKum_IOw,紅ノ人/Akanohito,67,11256,56,2018/02/02
https://www.youtube.com/channel/UCmSgD5jyLMLzM-15DWztw3w,東西往復,36,6815,2,2016/01/07
https://www.youtube.com/channel/UC-Okl08D_Koq5j-05TMk19A,連邦共和国kapiika,1,155,3,2016/07/02
https://www.youtube.com/channel/UCjyA--A6NV-sVqrwropuSvw,ヒャド&ドルマ,30,4758,6,2018/10/02
https://www.youtube.com/channel/UCCubvMsBwk6JMVtqpQGYxVQ,だるーしゃ,120,28484,7,2016/05/05
https://www.youtube.com/channel/UC_Xq3DDRMt3ksOk4uSS4Apw,うさ男,261,47988,3,2014/12/11
https://www.youtube.com/channel/UC27MXy9QYUXx2vJ72OUfEgQ,りゃんちゃんねる,55,1419,1,2020/04/08
https://www.youtube.com/channel/UCcg3-uo22BfI9mcIvgd0P3Q,Johannes Ⅲ,14,5518,2,2014/01/25
https://www.youtube.com/channel/UC_t8XHTjjXOkynEZ8r5s-Dw,GurePan,126,44110,15,2015/12/27
https://www.youtube.com/channel/UC9uzJRfqWBkJA3hwuj8ZipQ,Minecraftで遊ぶ。,15,1498,10,2018/01/26
https://www.youtube.com/user/tadashiiiiii,tadashiiiiii,9,4826,9,2013/11/10
https://www.youtube.com/channel/UC3nF3J8DQId7Xb-QQJEw6FQ,じゅん↑きょう↓しゃ,0,21,1,2016/11/13
https://www.youtube.com/channel/UCNCNmUTcbJ0UyNOIH27PekQ,Seya Kamineo,799,1448607,18,2013/08/13
https://www.youtube.com/channel/UC0LqCDKbUOrXfyzzyuhwh8g,和,218,12812,2,2019/03/03
https://www.youtube.com/channel/UC1_R6hG8jruz3dIBZPzenfA,あはとの木,32,896,26,2018/11/18
https://www.youtube.com/channel/UCrs2MiK6z6Hxj5vyEFnR8wQ,Wolf連合国,112,12280,25,2019/08/11
https://www.youtube.com/channel/UCYWQUHbGdc31yb8i3aDaN5g,DAZ_128,82,4125,2,2020/05/16
https://www.youtube.com/channel/UC0XeRuBMNaaDp3faIUJ7qcg,Halーハル,462,37449,38,2018/01/05
https://www.youtube.com/channel/UCu2Nu2J8atDw65mtOaGePYw,JMSDFプロジェクト制作委員会,46,1493,1,2020/11/17
https://www.youtube.com/channel/UC9tAnTLHV5LpHleFy5z7AoQ,グロウジーク兵器生産講座,91,14003,2,2015/06/06
https://www.youtube.com/channel/UCv-02HtVhr2y7JBMpDK9V9A,配信飽きたふぁばゆうき大魔王5世,15,1204,113,2020/11/08
https://www.youtube.com/channel/UCEynm9oHmr-2EA1rvCyv-9Q,オホーツク2号,8,1088,4,2021/01/02
https://www.youtube.com/channel/UCg3VLt21JFoADnrj73SSRDQ,雨音のすみっこ,197,38685,364,2018/09/24
https://www.youtube.com/channel/UCzYXDJqh2kmFdQGM_6WbatA,チリ帝国PEF軍事部放送局,70,15104,131,2019/11/23
https://www.youtube.com/channel/UCokGqK4gUyuEa53KVgL855Q,マイクラWiiu軍事部,7,515,1,2017/08/14
https://www.youtube.com/channel/UCZ275eTZCOSyW9eEzgzJDZw/videos,ERM. 127,29,822,21,2019/10/04
https://www.youtube.com/channel/UCo19oFU1jb7rjnRZrLvRekw,兵器好きの誰かさん,15,1080,11,2020/04/22
https://www.youtube.com/channel/UCRoBjiCbpSbPhSnJVp0s6qg,pokotan _1911,19,2455,3,2015/03/31
https://www.youtube.com/channel/UCpDl7NPdmso4Vgef8QkUHYg,国際連合ルクセン連邦支部,6,67,2,2020/11/22
https://www.youtube.com/channel/UCm7WnrlAKmEvJ2vX474nJ4A,nitro 03,46,3428,36,2020/02/28
https://www.youtube.com/channel/UCT9ryOuQRZYUpiMw-O5ASoQ,白橘花連邦,7,2652,4,2017/08/02
https://www.youtube.com/channel/UC1pEYD9Fwcsv236xZxStgEQ,あ綾,7,932,3,2016/06/26
https://www.youtube.com/channel/UCucP-ycEd6AklhXJO08UOAw,暇人kannaヅキ,3,27,2,2021/02/21
https://www.youtube.com/channel/UCYMnhCOWe9QDSksjtE5K5Ng,黒霧総統閣下,42,3768,4,2018/04/03
https://www.youtube.com/channel/UCtuvZ2tI1m1LRvPHABTBzgw,Nogi_96休止中,59,4923,5,2017/08/01
https://www.youtube.com/channel/UCwsd3LSnkriQG0R5OZjVVtA,Yuko Ando,5,75,2,2020/04/27
https://www.youtube.com/channel/UC4WfLSnH_McEiBoMAsjTTMQ,志筑朱留,7,13310,1,2014/06/15
https://www.youtube.com/channel/UCKknPPsFwNeBDhtJC1j3QrA,mm yu,38,2868,3,2020/12/08
https://www.youtube.com/channel/UC3nF3J8DQId7Xb-QQJEw6FQ,じゅんきょうしゃ,4,744,1,2016/11/13
https://www.youtube.com/channel/UC7vtmZ9x3icDtQB2Hh9Nqkg,レイスン,8,694,8,2019/06/29
https://www.youtube.com/channel/UCWR-YDQwVkg3gtissBi8qVQ,島風とロータス提督,20,496,6,2020/05/19
https://www.youtube.com/channel/UCtqtmhO29kbTK4YkMLf8Eiw,Yunagi-Fleet SUB,6,95,1,2020/05/18
https://www.youtube.com/channel/UCZ6nLxEIxSTi3QK2cnS0LhQ,ヘレン民主共和国,6,117,3,2019/10/23
https://www.youtube.com/channel/UCyYbhjgna63NkHs7dL_rouQ,新日本統一連邦広報局,8,361,3,2020/05/11
https://www.youtube.com/channel/UC_9YaXMXpoLtndU7Dmo1RTQ,ネクサス帝国三代目皇帝リュウガ,7,81,1,2016/11/05
https://www.youtube.com/channel/UC19Yqgr3ObwP4VY6cGKxDoA,Solomon Walker,355,58773,6,2016/02/24
https://www.youtube.com/channel/UC_NRPAApBQB1a5GATkJ7oxQ,タリズマン,151,29662,31,2019/03/23
https://www.youtube.com/channel/UCSjE7dbZduT658oGJwJy3Cw,ネザスタ,31,1393,7,2020/03/05
https://www.youtube.com/channel/UCop5Ka5IHiJnP_OZ4H7-QFw,12315 masamasa,155,3646,2,2015/10/18
https://www.youtube.com/channel/UCrXFwOYdrbw6-sUEKXPgSZQ,FCNニュース放送局,15,679,13,2018/08/27
https://www.youtube.com/channel/UC9h-itu0t2ebeDmzdwsOwGg,底辺実況者ベジタブルの成長日記,129,11475,8,2019/02/24
https://www.youtube.com/channel/UCoo0hUvHyeN010ydkZoTTng,ンダ,95,29108,10,2016/03/05
https://www.youtube.com/channel/UCO6hzos_fYMqN-2tcw7TQ-w,大佐山帝國,36,2079,58,2018/06/30
https://www.youtube.com/channel/UC_8byuMFt49oTNeg6k1Rhcw,Lemon Cake,50,3458,3,2020/05/13
https://www.youtube.com/channel/UCX5_DPAwpHjGr25uLgGWJdQ,ta syou,159,57279,14,2013/03/17
https://www.youtube.com/channel/UCrwZNTdHcQVOi8C-5MtSB1g,日向連合王国。現秋月社会主義連邦,3,616,3,2016/05/01
https://www.youtube.com/channel/UCo3v4Cesa56eoiocMgVgm7A,ねこやー少佐,19,906,6,2020/05/13
https://www.youtube.com/channel/UCCBvbMAu3h41-mHi1NZr0FA,兄K暁連邦軍事部,8,595,1,2018/01/07
https://www.youtube.com/channel/UCZAhtg4insfEOeKl2LXiGsg/videos,ゆっくり帝国海軍,13,1171,2,2016/06/30
https://www.youtube.com/channel/UCdmaSWM3rtYn0E1iRHPQm_w,[Hiroshi]ヒロシ,208,31848,4,2017/07/17
https://www.youtube.com/channel/UCs6gCmeeHWT2K_F5DTYTrmQ,amazo 214,18,5769,2,2016/04/16
https://www.youtube.com/channel/UChKPVXBjVwYKyhpMUzPcN5g,ベルノウェー連邦,27,3160,3,2016/01/23
https://www.youtube.com/channel/UCzi7Y_t72Nif2tqVQ5aIPxA,パロジャジョーズ大連邦国 キシン,1,35,1,2021/02/21
https://www.youtube.com/channel/UCpL9tAGSTtYSdZKsAKCPT7w,連邦国イジスブル,3,262,1,2016/06/18
https://www.youtube.com/channel/UCabo4dvrLG9kVglQ0QNWvvg,YN0317 RhinoMBT,64,9429,1,2015/05/24
https://www.youtube.com/channel/UCP5iyk8uHG_ZnWv-EfPABwA,A GameCreator_過疎ゲーマニアの雪さん,57,5441,21,2018/12/06
https://www.youtube.com/channel/UCVr6ouIln2nDQJEVGkJ3_8Q,BongoBongo2,5,15,2,2021/02/01
https://www.youtube.com/channel/UCUO0LLB-CPMlM0Nj8RUVxOg,しば,72,11394,5,2019/04/01
https://www.youtube.com/channel/UCTdWt3y9x-FVMbWucY7xv9Q,G G,12,4125,52,2020/07/14
https://www.youtube.com/channel/UCUsWL-_2TRNDBrrkGmuRh3g,KGS赤柴,9,95,8,2020/08/06
https://www.youtube.com/channel/UCgJCeYuLU3ABGeu4W_Mqzxg,カイワレ予備軍【ヴォート -Vort-】,37,3677,37,2019/12/14
https://www.youtube.com/channel/UCS1uQI7-_p-StCWabp5oOdA,Yaho君*いぇあ*,15,48,1,2021/03/10
https://www.youtube.com/channel/UCZk4W3I293tXREQ_RZF2ERw,狂人M【マイクラ鉄道&サバイバル】,281,48819,68,2020/03/27
https://www.youtube.com/channel/UCZqiLiL76334-ItI0y-nmeQ,かーべーたん,93,4426,26,2019/07/18
https://www.youtube.com/channel/UCfnBnpmoHFSWMkNL3D7ru5A,Arinko Ant,30,4927,48,2020/06/13
https://www.youtube.com/channel/UCpqg28mVyfcsyJSL7IREQlw,eruraruniconico,190,21236,7,2019/04/06
https://www.youtube.com/channel/UCVLITOCyS5lT-CbjM5asACw,Wataさん,59,2853,22,2020/10/10
https://www.youtube.com/channel/UCIfGxxpZjCCg9fl7x50tVXQ,ヒロ,3,328,8,2021/01/23
https://www.youtube.com/channel/UC2IT7y94gGi8lMMC56RGCSQ,世界一ダサい戦闘機,1,23,2,2021/04/05
https://www.youtube.com/channel/UC9CcO1rj2mAv4mBUzwNViVg,Minecraftエビの実況チャンネル,85,16025,10,2019/08/08
https://www.youtube.com/channel/UC2sialjoKYIA1uNOmu4nsDA,wan,21,1310,9,2020/10/12
https://www.youtube.com/channel/UCRgdruJ8DxuLflJYhZ-5HNw,rekamu 2000,1,7,1,2021/04/07
https://www.youtube.com/channel/UCC1orEKGYCpuAABbuxhKkKA,まっち,8,962,2,2020/08/30
https://www.youtube.com/channel/UCtuPgt_CBgqIeONadCqEIBg,ぼーんねこ,22,1160,17,2020/07/24
