URL,チャンネル名,登録者数,総再生数,投稿数,初投稿日
https://www.youtube.com/channel/UCFggwsmnDh-lgEpkT_YNMMA,幻夢幽子・夢幻霊子,256,39154,15,2016/01/03
https://www.youtube.com/channel/UC-qD1GbrayAMOgVr9kHcKcg,BongoBongo,240,35084,12,2020/07/18
https://www.youtube.com/channel/UCkHsHo3uiMU3j5Eyh31trmg,Hawk愛好家 もろとふ!,603,140323,70,2020/01/30
https://www.youtube.com/channel/UCtG-he9TEr0LOxHMD0iYbcA,ゆうぎり,140,6605,36,2020/05/28
https://www.youtube.com/channel/UCNLe1FUpD31eMAjLSZo1FMw,らんねこღ蘭猫ღ,113,7581,3,2020/04/08
https://www.youtube.com/channel/UCmXOlv0HMyI_dlGKI-tsdZw,KAZU,518,97764,8,2019/05/02
https://www.youtube.com/channel/UC4ZjRVgDFqvzzPoVqR0FxrQ,妖人のマイクラch!,354,46714,32,2017/10/03
https://www.youtube.com/channel/UCVfMWSty1ilfsBjODOLJVeg,Quad-uav！,442,183503,12,2019/07/01
https://www.youtube.com/channel/UCZAsWTwdHt0rJO53Ltroc2A,あさくら工房,389,38170,26,2020/05/09
https://www.youtube.com/channel/UCxSMwRM3FS_5fuzLYU8LJaA,インフェニティー,31,1090,17,2015/07/11
https://www.youtube.com/channel/UCi2R3a7kFQHwhOxZVGEoEgA,マイフレさん,179,22422,17,2020/02/16
https://www.youtube.com/user/gensijin0302,ねこです,72,16429,36,2013/12/18
https://www.youtube.com/channel/UCX3I3JzCK9IQEphBzZyixMA,浅野正行そ勝環,16,859,7,2015/10/31
https://www.youtube.com/channel/UC2jXrP9_L63DC49NCz_HIPw,kiti1231元帥,37,4594,6,2016/03/09
https://www.youtube.com/channel/UC20uDMj2Prwo8XT9eXrtABg,KATZEchannel,87,14560,37,2015/10/07
https://www.youtube.com/channel/UCLqAX_BtlDB_QIgYD4qyZjw,sgundam 31043,117,18427,2,2017/08/29
https://www.youtube.com/channel/UCTqrIj1WyqOk5ZoGIICGKhA,Fujisan130,40,223,4,2020/11/27
https://www.youtube.com/user/bshop1059fhoicvd4w,びしほっぷ,0,459,4,2015/01/18
https://www.youtube.com/channel/UC6jiTi1LMP2bVmTmaX6UeLA,Project大和,385,369,2,2019/05/19
https://www.youtube.com/channel/UCF19DeWOguSIzPqzv_6XzfA,Attacker日ノ本,144,11885,15,2018/04/28
https://www.youtube.com/channel/UCtXnTHSCFFZ9HrtMn-GWqeA,HAHA軍事軍事,94,12632,71,2018/04/08
https://www.youtube.com/channel/UC0k6ZyJxoOAQhq1rxnhPcUQ,MC ranto,292,14688,6,2020/08/14
https://www.youtube.com/channel/UCNvYURSQd3MVQileq80uhrQ,リンリン,99,6188,11,2019/09/24
https://www.youtube.com/channel/UCUwuRWAioCBaUrCCTejz1Zw,つづら,354,95385,24,2018/08/16
https://www.youtube.com/channel/UCA2MF70Nd1B-X_DZRC4sOFQ,アスバシア重工業,276,38918,33,2019/07/12
https://www.youtube.com/channel/UCYFSYFql8pPN7iNY85m2iRA,MWD公式アカウント,41,1146,4,2019/09/10
https://www.youtube.com/channel/UCcs944Dwk01XtGZBWY2KFvQ,シノン軍曹,0,69240,212,2017/09/29
https://www.youtube.com/channel/UC6rRh545oO5ISAbx7HdquUg,睦月,150,28004,16,2017/12/11
https://www.youtube.com/channel/UCTbndixd4QRrdt8uUoA8L7w,コカインたき,16,1007,4,2018/03/04
https://www.youtube.com/channel/UCC6Qihu3Ichr5MY6MFkbjWQ,ゆっくりカズのこ,209,30853,90,2018/03/11
https://www.youtube.com/channel/UCEaQ-mVnLO2po9vk0BQII-w,kirishima999,147,18217,57,2020/03/14
https://www.youtube.com/channel/UCWq41_f9942ajeGvz6zm8Tw,そーま,593,105421,12,2014/09/20
https://www.youtube.com/channel/UCjAL6GN3SF9DtoGLzq1cN_w,HO SE,112,23238,43,2017/09/06
https://www.youtube.com/channel/UC4Ufr9HaPR6HXkWwbOMngsQ,ゆっくりタカちゃん,155,16348,74,2018/03/23
https://www.youtube.com/channel/UC3bKsov7C45MlyOd6Gv49Rg,川上秋津,44,7644,14,2020/09/09
https://www.youtube.com/channel/UClVs_XsFpcGpOL6Zc8EQ-2w,uran 2471,234,61170,22,2015/12/29
https://www.youtube.com/channel/UCyD99Sthr_fYC_ykSUc0iXQ,ロトまるチャンネル,209,79666,26,2019/10/11
https://www.youtube.com/channel/UCMhw1R6QqjQ02kJ25XgsUrQ,Jupiter Channel,235,44973,31,2017/07/05
https://www.youtube.com/channel/UCaork7aPOyhBhDkqgKy6nvw,Th- 90,27,4789,2,2018/05/30
https://www.youtube.com/channel/UC1haLsjqDlg90yDk87gSU6A,ミルク365【ゲーム実況】,674,186796,780,2018/04/15
https://www.youtube.com/channel/UC1D_NcWp5nJG9YAhTBi-LOw,【HAKA】ハカ,21,170,2,2020/12/31
https://www.youtube.com/channel/UC7qHHn0DD-RlylFeLWBZBdQ,プライン_prine,47,2248,8,2020/05/01
https://www.youtube.com/channel/UChyJ1EJGJ_XxWzkS8H3l2WQ,ホロたん,43,1615,44,2020/03/31
https://www.youtube.com/channel/UCIjDHRskwPX6k-_R4TpBh1g,ミゼーア・ダロスちゃんねる,48,3688,9,2019/07/20
https://www.youtube.com/channel/UCQz2m_71BfKhySo9WXtPkUw,ひなと,32,2854,3,2020/07/12
https://www.youtube.com/channel/UCtApcafuFmID-q73iDJdCEA,にしどいつ / Ruminas,296,18038,13,2020/05/27
https://www.youtube.com/channel/UCr3TokqCo-4PR2yg1fL_eiA,疾風[HAYATE],133,14762,26,2020/01/24
https://www.youtube.com/channel/UCQFe9UAFYk2EdA6rUJF8Hzw,横はぷ墺太利,145,14183,4,2017/02/16
https://www.youtube.com/channel/UCMQhEH3R5ttNx8qS2o7Xnkw,なつめTV /natsumeTV,89,2738,24,2018/12/06
https://www.youtube.com/channel/UC55nBjrza33toN8d2kOoVhA,らのふ_RANOV,564,15927,3,2020/04/24
https://www.youtube.com/channel/UCZ-pIfiiRCA5Tvb5CUATu3w,_鹿 / D.I.F,128,11698,5,2018/02/04
https://www.youtube.com/channel/UCAFDDYSGFXB13UnGBR00UUg,废品haihin,42,453,2,2018/10/15
https://www.youtube.com/channel/UCE_2DVewu9VFRGUmXD7vICg,channel Rei,245,238092,310,2015/07/25
https://www.youtube.com/channel/UCNV3gywgkp4w8r1PWj4chQQ,名名し,477,145401,11,2018/09/09
https://www.youtube.com/channel/UC0w-l5rF60Di5ghgoMJnRNg,ミツのゆっくりチャンネル!,138,21006,95,2019/04/08
https://www.youtube.com/channel/UCE5jtcnYsAoAseLuTFWI5ig,あんにんどーふ。,135,1233,14,2018/12/24
https://www.youtube.com/channel/UC2XFVpOqFgWm6hU46qa7OPw,IKANEKO_3tamaria,165,42827,25,2017/08/19
https://www.youtube.com/channel/UCXcZJGM_mpejEtOHPoAnhTQ,砂砂,202,29344,5,2015/04/07
https://www.youtube.com/channel/UCeGWASs2cQILY-AgtbfPsrw,東風谷ポッキー,50,6130,4,2015/09/03
https://www.youtube.com/channel/UCmU2owJngMXU98q8YsEBptw,クーゲル KUG3L,72,6700,26,2020/01/19
https://www.youtube.com/channel/UCJlol7IsM-OBVejRkxY7Gvg,sasacama86,30,2589,36,2020/04/20
https://www.youtube.com/channel/UC6wSbVohvTm11RYdZVx7nQg,むらびとの広場,98,12831,105,2019/02/01
https://www.youtube.com/channel/UC6SEyX2BUjV6d0lruI4rPsQ,あまちゃんねる,123,15733,23,2017/08/11
https://www.youtube.com/channel/UC59UScj0f9aqojdXpRI_86w,T0wada,110,4049,4,2019/01/12
https://www.youtube.com/channel/UCSfnrumOYl_Pd67-SqiF2jg,Shihoマイクラ軍事部チャンネル,14,350,2,2021/02/25
https://www.youtube.com/channel/UCr4G-GLMCbX4urG2W0nLmOA,pikutoぴくと,47,4438,14,2020/04/01
https://www.youtube.com/channel/UCV7w3BQDdpFp1e5hVLkJPqQ,Roi,91,8472,21,2020/05/27
https://www.youtube.com/user/willtodo2020reborn,ゼロから始める動画制作,112,9427,13,2020/02/27
https://www.youtube.com/channel/UCyKrMreDDr-qlII-6Pe94Sw,[フェルディナント]モチガミ,21,2037,42,2019/05/18
https://www.youtube.com/channel/UC7stSGCpcX5d84DWZt7YhNA,技術局F,15,519,10,2021/03/11
https://www.youtube.com/channel/UCj29lqpnP4SPpZO8s5S0qlA,クゥオイチtv,125,5030,9,2018/02/25
https://www.youtube.com/channel/UCVlUJPB8oLiWaLWaIfZ1F6Q,GrayGhost 16,32,1930,8,2018/03/21
https://www.youtube.com/channel/UCEm-eFwNjvZ2x2q7KzSiyaA,大和春風,217,43458,84,2020/01/25
https://www.youtube.com/channel/UC9geJKrA9gHOJ_9W8tx8A6g,yayoyu8765,2,19,2,2021/04/01
https://www.youtube.com/channel/UCY9JkZZE0x5PZGcZn3wFMxA,あーるすりーだお,18,516,8,2020/06/04
https://www.youtube.com/channel/UCVdoUS3AdrC9fUiF2LUJPRg,Aramiri3700,700,93463,27,2018/09/25
https://www.youtube.com/channel/UCgUMif85EtTqDJ3ixl40pTw,碧月シャン,649,124457,13,2015/06/07
https://www.youtube.com/channel/UCZlBXR9kCeSVTo5quu50uUQ,tank goike,502,26011,3,2016/10/10
https://www.youtube.com/channel/UCdcwMjDKi3UablCMSIJCtSg,REMON/レモン 0724,454,70428,55,2018/06/13
https://www.youtube.com/channel/UCJI4UZnmTyPPxqkx_u2L_qg,凡竹,44,1060,6,2020/08/21
https://www.youtube.com/channel/UCJQSf-idDpG_sG1skDvjpAQ,Ragnarof.S,45,10653,5,2019/08/25
https://www.youtube.com/channel/UCuXgVau5QV8bUCE21evt_QQ,カチューシャソビエト,504,193441,70,2018/01/19
https://www.youtube.com/channel/UC4uJhO7tsoIxEUeV3j7zQxA,SAMIDARE,147,4778,9,2020/06/25
https://www.youtube.com/channel/UCY02DHPYRLc4fg4s8ePvqvA,飛龍/Yukikaze,131,4370,14,2020/05/02
https://www.youtube.com/channel/UC34Yug3tHXlTR2SlLYhQFgA,龍田二等巡洋艦,222,16135,76,2019/12/10
https://www.youtube.com/channel/UCcRQqDUJA5CKWhGxOYGSZjw,shokai idea,32,608,9,2020/11/13
https://www.youtube.com/channel/UCRBYq6UFJej7KlpEZXdpsng,Schwarz EoH,15,62,1,2020/10/18
https://www.youtube.com/channel/UCpzOYDMMSLVWqOJPrHwuLpw,霧島名残,84,1507,1,2019/02/07
https://www.youtube.com/channel/UCgbAoVoFAmXVGyojHPVnjRw,DDふれっちゃー,431,124057,20,2014/11/18
https://www.youtube.com/channel/UC7g6KHAlpZUmzq6qVyWkKkw,真のゑんどー,46,10313,3,2014/09/20
https://www.youtube.com/channel/UCLYEC1300SeY5EKKuUXiXAQ,musasino25,276,62650,7,2016/10/02
https://www.youtube.com/user/sugiyanma2943,スギヤンmax,323,46578,5,2015/06/16
https://www.youtube.com/channel/UCYZOHibphNLOZJHJeQWOZKg,はぶ、,383,173447,14,2014/07/20
https://www.youtube.com/channel/UCZbAe7_DfdvKfgFhIIRRnFA,山西玲暢,716,84065,92,2016/04/02
https://www.youtube.com/channel/UCB-1gft_s7yRmrbwDcdfQ7w,のじのじ軍事部 改,324,577208,3,2014/03/17
https://www.youtube.com/channel/UCSWZ40eeyxgu-8AemZnZCbg,あきつ,594,136162,3,2014/05/21
https://www.youtube.com/channel/UConsK6PBsALjZqhCC9VkOEA,京みのる,55,16268,7,2013/04/14
https://www.youtube.com/channel/UCfS2JLh_TXxIN7hrHZ2OCmQ,Hirashima Kenta,74,2330,1,2017/05/13
https://www.youtube.com/channel/UC59yu-bTOVks18Xs8C46Eqg,MGO動画制作委員会(みりおが！),112,7325,6,2020/10/18
https://www.youtube.com/channel/UCzHDYZWrovL1BeWrbF02hIw,ネギトロおいしい,86,5790,4,2019/03/20
https://www.youtube.com/channel/UCJ1lx0rWxsmlB3-39hkdr1A,windlerrle alzen,275,30437,10,2019/09/24
https://www.youtube.com/channel/UC7BieeFi_fwxDCq-RzvJAOA,旭国軍務省,205,31214,39,2019/09/14
https://www.youtube.com/channel/UC-ku0XRN9VMmunfhJxigHUw,。雪風,41,6710,5,2016/05/14
https://www.youtube.com/channel/UCiaHlohF_-_bKLGEiTzoP8g,みこシュー,759,145353,93,2015/03/27
https://www.youtube.com/channel/UCqZ067b5quG8FnUAgselBDQ,べんべんまいくら,3,21,1,2019/02/08
https://www.youtube.com/channel/UC8PndYb4FwlCK5q6ff7PO6w,CIEL,27,1951,17,2015/11/16
https://www.youtube.com/channel/UCrLjyw7ADDnbLLWM_4Ibm-Q,Alis:Charlot,126,4247,15,2019/11/06
https://www.youtube.com/channel/UCtnbxmGTsL7ePCD06mNm5ZQ,反エリシア連合会所属N₂,3,629,2,2015/09/02
https://www.youtube.com/channel/UC0c1XUUtG8Gz2L7oQHp2v_w,スツーカのサイレン音,10,1231,5,2018/06/20
https://www.youtube.com/channel/UCaxEos004KNij4NA_M4RVxQ,LEGO MARIO,146,1067,7,2017/04/22
https://www.youtube.com/user/blackniwatori,blackniwatori,17,72111,3,2011/11/03
https://www.youtube.com/channel/UCBMJTWFTNO6REgz4xgx6SPQ,ポテイトゥ,0,278,1,2015/08/16
https://www.youtube.com/channel/UCiYxdi1IpJXhGDIUl5d8T8Q,むらびとゾンビ,218,57295,2,2017/09/13
https://www.youtube.com/channel/UCURhA-bwY2MCF3Dfl7R3T-g,nao1625,28,5533,9,2018/08/02
https://www.youtube.com/channel/UCPbVi8XxZa0pf4831WSUz8A,チャンネルかりっこりー,525,126542,27,2016/10/17
https://www.youtube.com/channel/UCpmrB37gyxe68LAZgqYzQWA,ルヴィエトチャンネル,251,40968,15,2018/01/10
https://www.youtube.com/channel/UC1DdWbA3JXFj7SVoDfXcyUg,BML Studio,141,11318,4,2019/07/09
https://www.youtube.com/channel/UC2AxH3CcIbfZmOQnQTEApJQ,不死鳥さん,13,1951,5,2016/06/12
https://www.youtube.com/channel/UCVo5-fgK20gFv2lx9iwFVBg,ムクちゃんねる,26,1332,13,2021/01/09
https://www.youtube.com/channel/UC6d9CyUxv2G5GcmzMVxHyQA,ソロビア連邦,52,3378,28,2020/04/23
https://www.youtube.com/channel/UCvtOe-io3WCLFpi_PNsUxkw,水雷艇長山本五十六世界一のPE防衛部を目指す!,260,109582,178,2017/07/16
https://www.youtube.com/channel/UCQEzpv_uCBUrThn6WSutanA,スプマイナイトノンボルマン,319,65008,193,2019/01/27
https://www.youtube.com/user/makaraeg,くりゅうしんまから,510,155590,110,2011/05/01
https://www.youtube.com/channel/UCJay_0sB09H66Yh-6Qhk5KA,Kei提督,50,8195,53,2019/06/03
https://www.youtube.com/channel/UCMPxighBQIMwEAdv2sh1dog,ファイステーク,40,3421,23,2020/04/20
https://www.youtube.com/channel/UCEwngbBqgkDl2ssWjo6O83A,SiLuk Games,122,5080,33,2019/07/01
https://www.youtube.com/channel/UCZmRJru2DeJqcoiVBN6-DUw,Pondu,13,480,3,2019/10/05
https://www.youtube.com/channel/UCnqMflt5C-j_kMhMWRiKb_A,あすぱる,48,1577,11,2018/01/03
https://www.youtube.com/channel/UCmS-dVIej_O1J2sRwT9WcRg,goenDo9910,16,455,2,2016/05/31
https://www.youtube.com/channel/UChXBcT-K-fq43yIyzooGCRw,神聖オラーシャ王国公式チャンネル,15,206,2,2019/03/16
https://www.youtube.com/channel/UCANVCguNpZgZG4uA0KGavxw,KR 暁クラ,259,24899,14,2017/03/15
https://www.youtube.com/channel/UCruGrJ96Jyhmh4qvI4ZsuCg,shorori,140,25052,46,2018/09/09
https://www.youtube.com/channel/UCT-TV_TOrI_fssiHKEBtRuw,ウォーリア_ただの高校生,19,1371,2,2020/04/28
https://www.youtube.com/channel/UCOWnYFAfj092ju9KWAC81Bg,Yukikaze Scarlet,110,7526,6,2020/08/12
https://www.youtube.com/channel/UC7LRIvnGaVZnmUEw4lVjZ_g,ハンターイカ,69,8879,79,2019/11/02
https://www.youtube.com/user/kidoyouki,熊猫憂稀,279,60612,2,2014/02/23
https://www.youtube.com/channel/UCFjtD0kIKuZiR-I6t86cCPg,short moto,39,428,7,2020/12/12
https://www.youtube.com/channel/UCoUiNEjgZSZWuIqZXvxpIqQ,六方晶ダイヤモンド,407,140213,28,2014/03/01
https://www.youtube.com/channel/UC04cdaY8GxbI8wvixLQLNjw,Yusei ch,378,167765,15,2017/08/20
https://www.youtube.com/channel/UCzHBoihfYibnNWBOiwTUVNA,mn military,46,4809,12,2018/05/05
https://www.youtube.com/channel/UC_PXYpeDyH8kWJKCj2DAm6A,あかめがね,563,193579,59,2014/04/19
https://www.youtube.com/channel/UCmtTNIX3XGsLWelyaKh6Kvg,yuzuriha1001,72,13664,9,2016/03/14
https://www.youtube.com/channel/UC4hU65UiR4WUVK-BemNSMbA,ts 191,6,996,16,2018/08/07
https://www.youtube.com/channel/UCOyMCOMdd7EBoz7Nr7U1PxA,【ウィニス軍事連邦】総司令部戦略作戦庁長官 響弥汰アルフィ,44,3834,35,2016/11/30
https://www.youtube.com/channel/UCiSIsCkRIZbfQnjY_dhjnrA,そうたけ【ミリタリーチャンネル】,758,142891,45,2018/08/04
https://www.youtube.com/channel/UCRq8fqrq9nKF50whFt0pQLg,ジサクジヱーン,41,4801,7,2016/09/20
https://www.youtube.com/user/TheMusasiTV,むさしてぃーびー,343,127439,39,2014/03/28
https://www.youtube.com/channel/UC9z12JdEzfeYHNQ19EN4sNg,つばくろ重工,27,728,4,2020/04/07
https://www.youtube.com/channel/UC7c2b4qrax-7OiK7xYBYliA,日本を愛する青年将校,65,21979,30,2017/05/20
https://www.youtube.com/channel/UC-Xk5xvGq00LONwRy9e-lbw,saltydog16411,322,28710,2,2018/04/15
https://www.youtube.com/channel/UClosWPO8NxHEdB5wrnMwDUQ,yasu1342,264,13785,106,2019/07/19
https://www.youtube.com/channel/UC2DCwqV8dwqeiwmfHMh6zkg,Red Torch,177,37626,14,2020/03/21
https://www.youtube.com/channel/UC8BpWmDUdDdtI1SfE-eXcNw,cola soda,685,295139,2,2014/09/09
https://www.youtube.com/channel/UC0kue4vUxSuJt-ZlTplZiiw,なべあきと,250,105899,24,2015/02/19
https://www.youtube.com/channel/UCHbwjR0zpo4pdrREzMzSKPw,秋月型初月,40,16049,10,2015/11/01
https://www.youtube.com/channel/UCAIg-xDRTBHHu_IdFJcHJMQ,tauyu 1.5,10,970,18,2018/09/08
https://www.youtube.com/channel/UCh0Nb4Wf1uabWzksJFYTFSQ,烏様。という名のたんぱく質,63,1428,12,2020/02/01
https://www.youtube.com/channel/UCN2Z5-bqYiOTYPgLD0WpxIQ,キチフグ,63,21552,35,2019/07/20
https://www.youtube.com/channel/UCWw9D3RQr0HZ0loCZPzIoUw,yu_uya yuuya,109,27942,25,2016/06/20
https://www.youtube.com/channel/UCH1-8OWeQJuo79-6AgDKvqA,荒ぶるボビン,156,10940,4,2019/12/19
https://www.youtube.com/channel/UCTrCrQUPUCj7WrvMFvdWi4A,須藤直大,8,1962,1,2015/04/26
https://www.youtube.com/channel/UCCXb4AUZmVUF16n7kuyDVxA,こたどんTV,29,2905,21,2020/03/11
https://www.youtube.com/channel/UCXcS_A67GTC3Z9-cW0xTjuA,大町ch,31,1968,44,2020/01/26
https://www.youtube.com/channel/UCoEqgc_vXtyMH45CZPVhPkg,鷹灰,152,11715,5,2017/04/05
https://www.youtube.com/channel/UC4QGMHwF0rU0CDTUgIpEiZQ,ラフォーレ,17,1416,2,2018/10/29
https://www.youtube.com/channel/UC4xrZrIDpvwbGw2NllI-x_g,永遠,377,251373,260,2014/10/24
https://www.youtube.com/channel/UC3d3Tqdn36Te3YwXRbuZVag,X shikitanZ,183,91557,11,2013/10/29
https://www.youtube.com/channel/UCdtaL6Kobaka1R1d7livMrQ,とあるマインクラフター,50,7807,21,2019/06/23
https://www.youtube.com/channel/UCmbngrbXBddfbvO4XPuwvZw,スラネオ:minecraft軍事チャンネル,46,2418,21,2020/05/30
https://www.youtube.com/channel/UCPOkjhAfnKbutZ7fZFdwd4w,Yotsuba 968,11,2023,10,2016/08/30
https://www.youtube.com/channel/UC2CAH-5p0iUOJlCWKI79nLg,敗北者のゆっくりネオ,256,56047,24,2016/03/26
https://www.youtube.com/channel/UCzBe8DMG2ItUF98preptDYQ,O o,16,5976,22,2016/05/24
https://www.youtube.com/channel/UCrMftbPaUOOsDB3XeVNqovw,たどころこうじ,31,4131,14,2018/07/26
https://www.youtube.com/channel/UCukxPEHPnAYT6B_XVT9Hppw,ルンモtea,446,69149,145,2020/01/16
https://www.youtube.com/channel/UCanU_riQLhWx1HdmbbAUglQ,ユクリパ.,92,6586,70,2016/12/08
https://www.youtube.com/channel/UCbv8rXHk2dfMmUUAUh5Onvg,帝国リンゴ,1,45,1,2018/12/08
https://www.youtube.com/channel/UCF3kF9VS9IH30V23gqgIchg,Shun SKS,49,5136,7,2018/01/03
